niveau	ID	Wetenschappelijke naam	Naam	Euring	Species id	Familie	Soortgroep	Soortstatus	Datum	Tijd	invoerdatum	timestamp	type waarneming	Aantal	min	max	Geslacht	telmethode	Kleed	Gedrag	X	Y	lat	Lng	Biotoop	Gebied	Gemeente	Provincie	Zeker	escape	link	precisie	loc_methode	protocol	status	Foto's	Collectienr.	Waardplant	substraat	Methode	Toelichting	Locatie	Tags	Transecten
+	185231930	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	08:49	07/02/2020	08:23.6	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76831"	"27,97717"	"27,97716904"	"-15,76831055"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231930	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Insulivitrina nogalesi in coll"""			0
+	185231931	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:42	07/02/2020	07:43.4	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,76835"	"27,97726"	"27,97725868"	"-15,76834965"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231931	25	110	1	O	0		-	Niet van toepassing	onbekend	"""persimilis in coll"""			0
+	185231932	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	07/02/2020	08:41	07/02/2020	07:11.3	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76836"	"27,97728"	"27,97727776"	"-15,76835728"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231932	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231933	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:39	07/02/2020	04:15.8	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,76856"	"27,97743"	"27,97743225"	"-15,7685585"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231933	25	110	1	O	0		-	Niet van toepassing	onbekend	"""psathyra temperata in coll"""			0
+	185231934	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:30	07/02/2020	06:43.4	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,77147"	"27,97861"	"27,97860527"	"-15,77147293"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231934	25	110	1	O	0		-	Niet van toepassing	onbekend	"""adult niet in coll"""			0
+	185231935	Theba geminata		0	534770	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:26	07/02/2020	06:19.8	ObsMapp	3	0	0	onbekend	exact aantal	onbekend	levend dier	"-15,77174"	"27,97904"	"27,97904205"	"-15,77173615"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231935	25	110	1	O	0		-	Niet van toepassing	onbekend	"""levend niet in coll adult"""			0
+	185231936	Theba geminata		0	534770	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:26	07/02/2020	34:02.5	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,77174"	"27,97903"	"27,9790344238281"	"-15,7717351913452"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231936	25	110	1	O	0		-	-	onbekend	"""in coll"""			0
+	185231937	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:25	07/02/2020	05:54.9	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,77190"	"27,97922"	"27,97922134"	"-15,77190495"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231937	25	110	1	O	0		-	Niet van toepassing	onbekend	"""psathyra temperata adult niet in coll"""			0
+	185231938	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	08:00	07/02/2020	05:27.9	ObsMapp	5	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,78274"	"27,98453"	"27,98452568"	"-15,78273773"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231938	25	110	1	O	0		-	Niet van toepassing	onbekend	"""adult niet in coll"""			0
+	185283670	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	09:05	08/02/2020	12:23.9	copied observation	4	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76625"	"27,97767"	"27,97766876"	"-15,7662487"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185283670	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus interpunctatus (3 adult, 1 juv) in coll"""			0
+	185283685	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	09:05	08/02/2020	13:08.4	copied observation	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76625"	"27,97767"	"27,97766876"	"-15,7662487"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185283685	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus venegueraensis (1 adult) in coll"""			0
+	185284017	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	09:50	08/02/2020	16:50.1	copied observation	3	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75175"	"27,98427"	"27,98427391"	"-15,75175095"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185284017	25	110	1	O	0		-	Niet van toepassing	onbekend	"""saponacea (3 adult) in coll"""			0
+	185284209	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	09:55	08/02/2020	19:26.7	copied observation	5	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75110"	"27,98420"	"27,98419952"	"-15,75110054"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185284209	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus validoi (4 adult, 1 juv.) in coll"""			0
+	185284261	Gibbulinella spec.		0	693696	Streptaxidae	molluscs	Native	07/02/2020	09:58	08/02/2020	23:09.9	copied observation	3	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75104"	"27,98425"	"27,98424721"	"-15,75104427"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185284261	25	110	1	O	0		-	Niet van toepassing	onbekend	"""1 adult, 2 juv."""			0
+	185284331	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	10:27	08/02/2020	29:08.8	copied observation	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74889"	"27,98284"	"27,98283958"	"-15,74889183"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185284331	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus validoi adult, in coll"""			0
+	185284414	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	10:27	08/02/2020	30:50.3	copied observation	4	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74889"	"27,98284"	"27,98283958"	"-15,74889183"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185284414	25	110	1	O	0		-	Niet van toepassing	onbekend	"""saponacea 4 adult in coll"""			0
+	185273060	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	08/02/2020	15:00	08/02/2020	58:25.4	ObsMapp	4	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,67840"	"27,77305"	"27,77305031"	"-15,67839622"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185273060	25	110	1	O	0		-	Niet van toepassing	onbekend	"""psathyra psathyra adult in coll"""			0
+	185273061	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	08/02/2020	14:55	08/02/2020	34:02.0	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,67831"	"27,77302"	"27,773021697998"	"-15,6783113479614"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185273061	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185273062	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	08/02/2020	14:48	08/02/2020	57:57.6	ObsMapp	36	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,67827"	"27,77289"	"27,772892"	"-15,67826843"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185273062	25	110	1	O	0		-	Niet van toepassing	onbekend	"""arguineguinensis in coll (20 adult, 16 juv)"""			0
+	185273063	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	08/02/2020	14:48	08/02/2020	54:59.6	ObsMapp	17	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,67827"	"27,77289"	"27,772892"	"-15,67826939"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185273063	25	110	1	O	0		-	Niet van toepassing	onbekend	"""saponacea in coll (14 adult, 3 juv)"""			0
